Id,SalePrice
1461,114215.61235038833
1462,162588.35828563944
1463,173282.88358302525
1464,188573.27416800646
1465,206937.1259839301
1466,168764.45889963055
1467,176218.38189741477
1468,157630.85503063348
1469,201948.3214860512
1470,120194.53196707691
1471,189714.94456765644
1472,96165.18028715873
1473,99410.81070569037
1474,143981.54331423817
1475,93664.81179730818
1476,361248.4099817524
1477,264923.4940745661
1478,282994.2821775526
1479,281506.896339571
1480,488445.3011612351
1481,327032.9481762156
1482,209224.74394549188
1483,172951.0470040151
1484,163018.2579860747
1485,181432.8908355578
1486,197166.6915846589
1487,334119.755263202
1488,231202.22884912993
1489,200006.5061823491
1490,228795.81133358675
1491,201837.78191912876
1492,86832.55380076109
1493,171812.89389524373
1494,307637.00211496
1495,293321.16651959694
1496,237763.69388932022
1497,177485.85591186318
1498,173310.6158365579
1499,158903.51635642917
1500,147552.06057537382
1501,185686.24537564564
1502,129879.8763808535
1503,306702.424529117
1504,247863.98067821853
1505,223829.42033423684
1506,187022.12198088292
1507,252742.79481087404
1508,201555.34654163732
1509,158387.07360541454
1510,143102.76393424298
1511,159520.72214665095
1512,171781.3182081192
1513,145601.96613907488
1514,159950.17834039245
1515,203249.66593070922
1516,153775.1337636631
1517,167982.95653561963
1518,121762.66633500028
1519,222092.61407016614
1520,130490.0358810733
1521,135181.2796916131
1522,183591.77116815367
1523,113285.8982515415
1524,116406.11359019492
1525,120201.65414020591
1526,115661.21588833298
1527,99546.19592355704
1528,134000.9649649
1529,156791.00975641733
1530,204810.55918104315
1531,127317.2430504727
1532,98788.28913155245
1533,159623.85284017812
1534,112952.45135314952
1535,151574.10739297254
1536,102102.99942622021
1537,46218.846949730505
1538,161644.99671946056
1539,209899.92105589
1540,96961.77819010832
1541,141892.47497027318
1542,150244.60997044807
1543,198226.8061252447
1544,97314.7749390419
1545,121594.39954185882
1546,135832.81658355542
1547,160143.4312392309
1548,149016.8241252604
1549,131430.57157252362
1550,139582.98769487502
1551,107721.88799684096
1552,135375.36320770028
1553,151125.71473812623
1554,116065.27559582566
1555,161031.32763843494
1556,73833.95690028829
1557,110786.26395835876
1558,86105.07423400306
1559,66477.37097624938
1560,139589.1232562426
1561,107495.8392752579
1562,132975.7154135152
1563,123286.12117383137
1564,166253.91751341362
1565,139187.5078731872
1566,235199.53734756424
1567,70488.86227629754
1568,230335.62683412182
1569,101896.4875508824
1570,126591.96047289425
1571,120701.35516200749
1572,153670.71979267773
1573,260099.29774694785
1574,129045.69528886375
1575,235948.31976295417
1576,237288.3314308126
1577,174827.58028269908
1578,134676.97442383226
1579,138418.15215689322
1580,187943.88713539153
1581,144192.8679221385
1582,128204.25786788994
1583,313668.5411310394
1584,220592.46862200543
1585,140573.43167420736
1586,85811.79346848234
1587,100002.42986802621
1588,162633.49382510275
1589,91636.6134629666
1590,136740.56113554747
1591,103005.52786174246
1592,106832.8803970026
1593,119170.6200183879
1594,143668.13192622273
1595,105076.34054843236
1596,235493.15114087268
1597,191883.64284291174
1598,213898.4009411669
1599,178207.79403939983
1600,169616.7803623226
1601,100355.67351043614
1602,115687.7255852996
1603,77416.16996330937
1604,287580.35319539806
1605,248853.06232011778
1606,166160.66861058082
1607,182149.81870680713
1608,198695.9229880585
1609,186526.1812306724
1610,145996.71000030322
1611,130454.34087695922
1612,168292.1760803353
1613,151735.458625304
1614,119294.36365012181
1615,91323.30661610095
1616,69494.34650588394
1617,89575.00510838309
1618,127870.7543949142
1619,146176.89685099275
1620,158775.7102832026
1621,136324.2609874892
1622,137526.6249465961
1623,282215.64388125745
1624,214999.20507172524
1625,112838.82464521677
1626,170969.95063184496
1627,186005.2951222311
1628,285996.73979198444
1629,171378.6594540275
1630,371994.4591418705
1631,241656.5347574501
1632,255264.7408631369
1633,167191.63364620195
1634,179740.76958608296
1635,174473.57284865153
1636,144326.5247171286
1637,188684.7200402916
1638,188163.43307662974
1639,178333.42749523983
1640,259717.2222220645
1641,173599.45981308416
1642,237973.17661123705
1643,223814.24463839247
1644,228097.4776382871
1645,208777.86076009425
1646,152929.55010485242
1647,146025.18539411062
1648,124902.13167793423
1649,133493.05384325163
1650,112169.08390086381
1651,116546.61121776758
1652,96215.36836960501
1653,100119.63148808913
1654,140735.3738427253
1655,130556.301961104
1656,136112.909399199
1657,146247.0047379008
1658,142958.3538236012
1659,113847.75207253033
1660,144469.88625430045
1661,432683.2465546672
1662,399348.1930103995
1663,373619.63507619326
1664,510081.0981719543
1665,297581.9986567387
1666,317604.0310766306
1667,371618.5624799718
1668,332150.7478879827
1669,300581.9349401249
1670,333215.1301333377
1671,274643.812346858
1672,434811.7587563939
1673,304230.7471659145
1674,253918.43034327845
1675,206437.32409352835
1676,203785.83850173387
1677,215934.46778385952
1678,505112.92400928435
1679,373066.939162658
1680,330023.04268875415
1681,236619.9162440934
1682,309814.1281958708
1683,191838.59314277014
1684,170973.85940887555
1685,175235.4123265091
1686,162620.04163662353
1687,170937.36302295577
1688,189147.817154957
1689,190744.50917264834
1690,194999.6179722542
1691,181216.56557039393
1692,248424.78676535562
1693,170797.95700615467
1694,176146.16144231992
1695,161702.2996708207
1696,273735.54456543695
1697,165905.14173543354
1698,348299.8283873878
1699,324536.3758782855
1700,255484.36664320139
1701,283744.0344557304
1702,248693.36640570086
1703,240328.50550229033
1704,291811.3337348072
1705,233490.99428524854
1706,415600.58848358784
1707,204080.68445761735
1708,199381.91347021435
1709,268179.0229742245
1710,219716.99868183793
1711,260426.0748140929
1712,271017.1790056048
1713,264298.33718592755
1714,220282.64824755458
1715,205563.05924788478
1716,185321.6693833064
1717,169502.034439916
1718,138357.96101072602
1719,221165.9632092291
1720,241970.78411574307
1721,153456.69125917758
1722,120595.39173088552
1723,146859.32937624055
1724,218078.07278226502
1725,241788.03248023556
1726,182788.06854420947
1727,157193.29039573198
1728,166796.28101656507
1729,166254.38296210728
1730,147675.65146428064
1731,118002.9756639635
1732,131039.64724052291
1733,116091.7657921734
1734,121131.12576055562
1735,121590.35908778297
1736,104175.3199284639
1737,345416.0036654315
1738,241818.29837738018
1739,284792.1857131548
1740,225992.6734884045
1741,192875.4453375096
1742,170666.09622397742
1743,170561.95311581768
1744,325357.529176472
1745,234046.7367558068
1746,191920.65515235675
1747,217722.37270867528
1748,222617.94184990812
1749,135078.95430051762
1750,125938.38552967651
1751,243930.87212148518
1752,116539.14643046635
1753,145302.22808942862
1754,204505.65296777312
1755,160911.87369598192
1756,142035.88354515517
1757,121803.38686335877
1758,134647.51714865514
1759,159213.6939378177
1760,157137.2661830161
1761,144722.1574252243
1762,172973.39116042043
1763,183351.90903632896
1764,108750.73954597599
1765,178917.39342821308
1766,194867.1613260207
1767,230354.2355263295
1768,143815.11949887514
1769,164401.76485487085
1770,158038.79069705156
1771,116499.17983255698
1772,127526.9873877869
1773,108726.34845966187
1774,148683.7457184959
1775,143250.00643408607
1776,128255.69553852212
1777,100577.64719130781
1778,151275.15507239057
1779,115374.0463030649
1780,166823.7254888866
1781,126237.12602034895
1782,94558.58083638799
1783,127183.0538982004
1784,104480.97002225409
1785,120643.27304536646
1786,121843.68862781212
1787,154692.69933645864
1788,74557.81830600483
1789,98016.16367728052
1790,73570.41868873888
1791,207696.5815111201
1792,159991.46594390803
1793,132223.33452667587
1794,163719.9876756276
1795,132971.21412006347
1796,119297.33716936543
1797,113736.73554020164
1798,122449.09142171341
1799,114274.41144978619
1800,132517.82572938863
1801,119800.02053357373
1802,114194.90144361276
1803,152226.08980309026
1804,142966.94634228814
1805,135627.07407235133
1806,137069.73565418605
1807,152878.90003510483
1808,119312.7438596121
1809,121903.20217490202
1810,140878.65066789405
1811,70689.72038454936
1812,95370.05183825873
1813,124203.93622119444
1814,99379.971378339
1815,76975.58841794425
1816,102197.65502672613
1817,95409.20503682141
1818,159369.31387195393
1819,125607.53396584612
1820,61402.67229105582
1821,90516.79214612038
1822,151503.37262405767
1823,51558.94291870658
1824,130119.0029974702
1825,137119.56193959183
1826,109814.11263434506
1827,99433.65028528818
1828,147144.83307073347
1829,126811.77406212654
1830,154493.49705024133
1831,155271.17968717296
1832,91560.52556534404
1833,144358.90328377963
1834,121301.58221529759
1835,140208.04009382182
1836,133584.42574824035
1837,113043.9303739006
1838,127761.88097371836
1839,104633.52369128253
1840,144902.40333037396
1841,140574.7279117426
1842,78727.5392142647
1843,130682.42558138157
1844,128040.90251220645
1845,138226.71730008017
1846,154394.10132184057
1847,163332.75200806916
1848,76958.42853694646
1849,118049.27838342558
1850,117929.26586082365
1851,161912.91266151637
1852,118838.29020725709
1853,126487.30281200644
1854,165604.40236490246
1855,157041.42265821467
1856,224118.4036818005
1857,128062.29020970082
1858,127084.00244368178
1859,109392.87981778083
1860,150318.6461460981
1861,109943.69411024603
1862,305596.3786730736
1863,297118.1026455099
1864,297138.73436121235
1865,337912.33976244647
1866,318524.3126918376
1867,225742.7757037782
1868,299037.8440348239
1869,206164.9771753777
1870,226028.80665168035
1871,239486.29386212895
1872,170987.58258887773
1873,257286.24163847498
1874,132577.83350726415
1875,191332.092008939
1876,188648.2536088726
1877,209050.67993577602
1878,193770.16954373475
1879,134339.59332018282
1880,129625.92659275791
1881,250383.82735740393
1882,255361.01416042884
1883,175401.494751326
1884,202331.52123746992
1885,235645.58838747902
1886,284628.9166837275
1887,217270.5665471617
1888,276333.8546356857
1889,164352.68600984584
1890,117768.98462065094
1891,117427.26866469631
1892,101386.45744570941
1893,142354.66736465573
1894,118836.41196425392
1895,144521.0773462754
1896,130279.82246422317
1897,123807.27158942062
1898,113063.26897159776
1899,155540.4347950675
1900,154869.32785560234
1901,184030.22972694313
1902,170933.49801110558
1903,234128.78055380887
1904,141038.06890955847
1905,203835.16313963785
1906,155963.30221863434
1907,229085.31856803986
1908,104343.99578540932
1909,141137.65737842815
1910,119536.76941648981
1911,221295.3120030709
1912,325520.0017888319
1913,144550.13710085352
1914,79330.27937654643
1915,322181.00465545285
1916,85743.27910029188
1917,256886.5984221489
1918,130302.09218311106
1919,174605.7225450336
1920,145241.0110039999
1921,376425.73571460537
1922,314162.82769969606
1923,232390.2644734843
1924,245694.59560111235
1925,204411.17449632645
1926,367745.6054340532
1927,133605.82261569603
1928,144675.7045432199
1929,130429.42684586745
1930,116737.47791577267
1931,137241.90074391654
1932,135883.5640727748
1933,165684.75094471982
1934,177189.9194638137
1935,166417.59612071112
1936,194837.31333530892
1937,178906.60181343064
1938,162640.9674383532
1939,275321.20849723346
1940,204069.93684957176
1941,162782.47918440014
1942,175496.34994872694
1943,226068.2920862988
1944,343441.9785036544
1945,373033.72724786104
1946,142036.2772336281
1947,295704.88394921314
1948,161011.22029461278
1949,240180.53701191544
1950,187332.69234654488
1951,261302.16317595204
1952,224640.62413789658
1953,178681.0890104217
1954,194856.28894479113
1955,133350.06766632703
1956,317990.14348590747
1957,145008.1546074505
1958,296081.7839672521
1959,138647.2581390531
1960,111298.43605581329
1961,117957.29422752345
1962,96301.45549262814
1963,109122.96005861582
1964,105336.99594894807
1965,138533.60713643715
1966,132967.9891036674
1967,304653.856817023
1968,407608.2434192071
1969,370810.415098325
1970,418146.8359640374
1971,477367.89774034254
1972,379585.811365123
1973,280191.3111847255
1974,325016.69941075123
1975,550098.2487444234
1976,284019.99605875206
1977,366385.39052483044
1978,345867.31522231916
1979,329624.2767365638
1980,198606.1777722916
1981,344104.00428195053
1982,223432.63547760758
1983,202229.20348843982
1984,178024.4961532756
1985,227439.29999421636
1986,216579.71905605253
1987,200425.99487882567
1988,170702.07634825204
1989,193802.4803780425
1990,211726.31262049865
1991,236480.70124879116
1992,223193.7409177887
1993,156934.70708299213
1994,235626.32711652303
1995,183332.4171445801
1996,276534.63774644746
1997,310344.21930452285
1998,325896.7989441878
1999,269936.85604557244
2000,323865.67378213315
2001,270982.0512426587
2002,235612.99301762375
2003,264317.91742189915
2004,302633.68303430465
2005,207841.35561334086
2006,220796.60867911653
2007,251647.98651887674
