Id,SalePrice
1461,115956.06538867865
1462,150195.47141380838
1463,180922.17236749706
1464,190272.1866657192
1465,196595.6859859907
1466,170493.98966307414
1467,179326.86095492286
1468,158995.1402664191
1469,198439.8099277478
1470,120952.67317556264
1471,199949.36437982105
1472,99666.0754898968
1473,105087.46119275835
1474,145775.47246718226
1475,100971.61889811831
1476,361513.8294639848
1477,260053.77012882463
1478,269214.0087156513
1479,277445.69560024544
1480,492450.7125198943
1481,328860.00210599386
1482,207706.71921358714
1483,178951.99911607138
1484,162045.47803704056
1485,181842.87219860492
1486,200086.9068366288
1487,331696.3698716584
1488,230237.79187181074
1489,203871.76145850716
1490,236269.23529347463
1491,201622.87539885804
1492,84894.52887419624
1493,184387.46385783522
1494,297066.26695263234
1495,285751.49828892935
1496,250216.68100307602
1497,178278.4885070235
1498,172458.59738939733
1499,166512.8525059772
1500,147394.71750546206
1501,191984.72356016363
1502,133649.57119776835
1503,309847.0654999454
1504,243317.5513396695
1505,222152.97943046674
1506,186445.19043872005
1507,261231.5198211568
1508,203773.66270674532
1509,160286.6334653057
1510,143339.90730313034
1511,153577.67068109266
1512,174603.50912919454
1513,144736.224494641
1514,160741.6303702264
1515,206089.33913482173
1516,151372.72410108257
1517,162147.00417641463
1518,120969.80549659423
1519,226598.839999867
1520,128293.75985362352
1521,129996.96149069944
1522,175160.83422892957
1523,109482.9317557298
1524,118630.95255930192
1525,119382.39307078437
1526,109117.15409562223
1527,97431.53372690066
1528,131375.5021503477
1529,152106.06760513678
1530,196727.5157773041
1531,142221.1101052313
1532,113927.2542204243
1533,161607.80921330443
1534,110986.58803341413
1535,148881.15067306065
1536,97461.44492038232
1537,39030.18204197611
1538,165991.35197683366
1539,211202.9436575658
1540,89797.28847045224
1541,143610.28080590282
1542,139152.08876142214
1543,199806.87638076468
1544,91098.05314253752
1545,121295.95455049007
1546,141531.9510153535
1547,149975.73615502042
1548,146217.59134605408
1549,123901.02083258974
1550,133958.89567372785
1551,99362.04493771103
1552,139816.0613055778
1553,165937.02862374298
1554,123296.23482726605
1555,162079.79576552252
1556,82634.52763557201
1557,94993.25163054955
1558,100858.94033603475
1559,86484.27047449205
1560,129335.16826898829
1561,128883.56603687472
1562,122955.41254071592
1563,120886.89861159014
1564,159591.03164730268
1565,139463.63157289108
1566,239685.03523546073
1567,72785.58761787665
1568,225764.36065470608
1569,108152.55395437751
1570,130566.48559287051
1571,115167.27798181569
1572,149482.7788306582
1573,262506.31825335504
1574,124788.91202390887
1575,232451.93442718824
1576,244015.3180921969
1577,175811.20946292987
1578,147721.5645549144
1579,146526.44248488388
1580,187841.78062825277
1581,144323.899561178
1582,127943.58986768824
1583,316086.77614502097
1584,219288.02984317078
1585,144041.4791947393
1586,72106.785647834
1587,101507.62681644558
1588,157443.38128920953
1589,95745.96129275596
1590,134440.40226481936
1591,91242.27202138724
1592,106040.11775279381
1593,126996.98720349462
1594,156515.44071392485
1595,108725.25556158103
1596,223410.92858467525
1597,188324.25259371835
1598,203401.88923441002
1599,175099.82608365742
1600,165181.37483426384
1601,76910.98790103229
1602,113216.60747805817
1603,68794.07081701033
1604,288117.8006269935
1605,245535.2386932216
1606,169028.60225047634
1607,176850.48413900778
1608,198446.44042864416
1609,187422.51007973426
1610,150215.95919656928
1611,136290.39383351678
1612,172577.19625114393
1613,155481.92371744892
1614,121703.34563959792
1615,102615.55285297622
1616,80529.11782248922
1617,91871.24296922612
1618,124398.6811715909
1619,149371.557036412
1620,167228.01391322137
1621,138376.76070772368
1622,135489.69190961416
1623,284673.3255560998
1624,219447.6973718902
1625,116512.04117839874
1626,168468.7951073224
1627,188849.4737333277
1628,288746.2496163144
1629,173072.4207900526
